"Station_visit_ID","Snag_BA","WHRsize","S.BS30","S.Precc30","S.Elev","S.Lat","log_Snag_BA"
"ALBA.RG01.2009",0,4,-0.0720363292829675,-1.46789876203663,1.75973661722762,-1.72671319690848,-1.38629436111989
"ALBA.RG02.2009",2,4,-0.656019895391377,0.125859185592648,1.74048294622267,-1.72551540760767,0.693147180559945
"ALBA.RG03.2009",5,4,-1.00641003505642,-0.329500228015717,1.75675861403838,-1.72424372402667,1.6094379124341
"ALBA.RG04.2009",1,4,-0.188833042504649,-0.693787758902409,1.79381395620708,-1.72287495732039,0
"ALBA.RG05.2009",1,4,-0.936332007123414,-0.5571799348199,1.82360674732474,-1.72164510001159,0
"ALBA.RG06.2009",5,5,-1.09984740563377,0.444610775118503,1.9002156879794,-1.72030683260323,1.6094379124341
"ALBA.RG07.2009",4,5,-0.749457265968723,-0.648251817541573,1.94096099811008,-1.71902469875061,1.38629436111989
"ALBA.RG08.2009",5,5,-0.679379238035713,0.0347873028709749,2.04277451245803,-1.71761901698604,1.6094379124341
"ALBA.RG09.2009",1,5,-1.07648806298943,0.262467009675157,2.11580576633351,-1.71622980188002,0
"ALBA.RG10.2009",2,4,-0.70273858068005,-0.693787758902409,2.20123898721815,-1.71494240841115,0.693147180559945
"ALBA.RG11.2009",7,4,-1.07648806298943,0.399074833757667,2.21946426466246,-1.71358056537711,1.94591014905531
"ALBA.RM01.2009",0,5,-1.09984740563377,-0.466108052098227,1.740095065773,-1.72817179685287,-1.38629436111989
"ALBA.RM02.2009",3,4,1.1893681735112,-0.42057211073739,1.85481836429776,-1.72758755069245,1.09861228866811
"ALBA.RM03.2009",13,5,0.278353810382078,-0.693787758902409,1.90978510696794,-1.72833197678368,2.56494935746154
"ALBA.RM04.2009",3,5,-0.656019895391377,-0.830395582984919,1.90396434837785,-1.72904564812191,1.09861228866811
"ALBA.RM05.2009",1,4,-0.609301210102704,-1.42236282067579,1.86995846106017,-1.72972062281253,0
"ALBA.RM06.2009",3,4,0.465228551536769,-0.784859641624082,1.94084871692728,-1.73011184627365,1.09861228866811
"ALBA.RM07.2009",2,4,0.0681197265830508,-0.0107486384898616,1.98995387148635,-1.72850496604784,0.693147180559945
"ALBA.RM08.2009",2,0,0.348431838315087,-0.466108052098227,2.0547120436656,-1.72741335251411,0.693147180559945
"ALBA.RM09.2009",3,0,-0.983050692412086,-0.466108052098227,2.00392777505468,-1.72625642103488,1.09861228866811
"ALBA.RM10.2009",0,5,1.1893681735112,-0.511643993459063,2.07328947572869,-1.72731567932356,-1.38629436111989
"AMER.KH01.2014",3,5,-1.09984740563377,1.3097936609744,-0.854472987892969,0.0729582088986811,1.09861228866811
"AMER.KH02.2014",24,5,-0.67494096293329,0.899970188726869,-0.891094516400851,0.0743617707458698,3.17805383034795
"AMER.KH03.2014",36,4,1.23608685879987,1.35532960233523,-0.87305297180112,0.0755067859651213,3.58351893845611
"AMER.KH04.2019",5,2,-1.00757800218864,0.854434247366032,-0.819864865140277,0.0765086272461505,1.6094379124341
"AMER.KH05.2014",2,5,-1.09984740563377,0.899970188726869,-0.820735044306968,0.077279409285795,0.693147180559945
"AMER.KH06.2014",13,5,-0.642471476657662,0.991042071448542,-0.790720242668775,0.0785660959356365,2.56494935746154
"AMER.KH07.2014",18,4,-0.883539892747213,0.49014671647934,-0.758544028261704,0.0796570372507088,2.89037175789616
"AMER.KH08.2014",22,5,-0.889613321834741,0.399074833757667,-0.736253661631062,0.0809882860007197,3.09104245335832
"AMER.KH09.2014",10,5,-0.448355339283227,0.399074833757667,-0.699119212265395,0.0823213180790557,2.30258509299405
"AMER.KH10.2014",4,5,1.19917909742182,0.945506130087705,-0.739611889734774,0.0835653167455458,1.38629436111989
"AMER.KS01.2014",32,5,0.14170165591271,0.991042071448542,-0.961461644029923,0.0701714411364917,3.46573590279973
"AMER.KS02.2014",33,5,1.23608685879987,1.40086554369607,-0.972054352888973,0.068781648977834,3.49650756146648
"AMER.KS03.2014",23,5,1.23608685879987,1.44640148505691,-0.97741577936762,0.0676959422132246,3.13549421592915
"AMER.KS04.2014",31,5,-0.309133657122982,1.17318583689189,-1.00489404701258,0.0662586704294934,3.43398720448515
"AMER.KS05.2014",8,5,-1.07228338131345,1.26425771961356,-0.982014204172246,0.0649001631830805,2.07944154167984
"AMER.KS06.2014",14,5,0.0793322110523322,0.991042071448542,-0.997654462567118,0.0635790458655645,2.63905732961526
"AMER.KS07.2014",6,5,-1.03047015798009,0.763362364644359,-0.96878033567236,0.062311095046995,1.79175946922805
"AMER.KS08.2014",5,4,1.23608685879987,0.308002951035994,-1.03151234287111,0.0610850900128151,1.6094379124341
"AMER.KS09.2014",12,3,1.02071371961909,0.535682657840177,-1.03488333020014,0.0600098377174437,2.484906649788
"AMER.KS10.2014",0,0,-1.09984740563377,0.399074833757667,-1.0442128757527,0.0588971876975993,-1.38629436111989
"ANCO.HP01.2009",12,4,-0.585941867458368,-2.01433005836667,0.601451591009522,0.672114094146105,2.484906649788
"ANCO.HP02.2009",15,5,1.23608685879987,0.399074833757667,0.526289546505924,0.673004151821351,2.70805020110221
"ANCO.HP03.2009",4,5,1.23608685879987,0.262467009675157,0.485618239882091,0.673297488013364,1.38629436111989
"ANCO.HP04.2009",4,4,1.23608685879987,-0.375036169376554,0.426805866701049,0.674632507064502,1.38629436111989
"ANCO.HP05.2009",1,4,1.23608685879987,-0.375036169376554,0.460510636301223,0.675675662088474,0
"ANCO.HP06.2009",12,4,1.23608685879987,0.0347873028709749,0.410045348323252,0.676929611929722,2.484906649788
"ANCO.HP07.2009",9,4,1.23608685879987,-0.147356462572371,0.382005674764294,0.677403069140084,2.19722457733622
"ANCO.HP08.2009",5,4,1.23608685879987,0.854434247366032,0.385162307107981,0.678813832421943,1.6094379124341
"ANCO.HP09.2009",18,4,1.23608685879987,0.854434247366032,0.379415552024729,0.678910098810557,2.89037175789616
"ANCO.HP10.2009",17,4,1.23608685879987,-0.0107486384898616,0.370951081948731,0.680099107292678,2.83321334405622
"ANCO.RM01.2009",1,4,0.114838411871724,0.216931068314321,0.54313427577082,0.669853026437211,0
"ANCO.RM02.2009",0,0,0.184916439804733,-0.238428345294044,0.514765414198656,0.669953812461858,-1.38629436111989
"ANCO.RM03.2009",0,0,1.23608685879987,-0.42057211073739,0.448703249191895,0.66987248539825,-1.38629436111989
"ANCO.RM04.2009",1,0,0.605384607402788,-1.37682687931496,0.357768250350117,0.66881799020749,0
"ANCO.RM05.2009",7,0,1.23608685879987,0.262467009675157,0.299170232154417,0.6677914133788,1.94591014905531
"ANCO.RM06.2009",4,4,1.21272751615553,-0.875931524345755,0.266057490609001,0.666916139716667,1.38629436111989
"ANCO.RM07.2009",0,4,0.0914790692273872,-2.0598659997275,0.225975660194863,0.665489626969397,-1.38629436111989
"ANCO.RM08.2009",0,0,-0.632660552747041,-0.238428345294044,0.125542694026325,0.664173416248396,-1.38629436111989
"ANCO.RM09.2009",1,0,1.02585277500084,-1.74111441020165,0.124861351394341,0.663060919561564,0
"ANCO.RM10.2009",0,0,-1.09984740563377,-0.830395582984919,0.0874972359729491,0.661638532473827,-1.38629436111989
"ANCO.RM11.2009",0,0,-1.09984740563377,-0.0562845798506982,0.0716706928884337,0.6601137258881,-1.38629436111989
"ANGO.BW01.2009",5,4,0.675462635335797,-1.37682687931496,0.66086875147064,-0.0546330770363079,1.6094379124341
"ANGO.BW02.2009",29,4,-0.0953956719273039,-0.0107486384898616,0.672293361820427,-0.0533176662615044,3.36729582998647
"ANGO.BW03.2009",17,4,1.23608685879987,-1.10361123114994,0.721628182435218,-0.0520439018609481,2.83321334405622
"ANGO.BW04.2009",9,4,0.325072495670751,-0.147356462572371,0.813344045866461,-0.0505329845958863,2.19722457733622
"ANGO.BW05.2009",3,4,1.23608685879987,-1.33129093795412,0.912419430461158,-0.0493080187121996,1.09861228866811
"ANGO.BW06.2009",19,4,1.23608685879987,-0.238428345294044,1.0819971904733,-0.0480166590933139,2.94443897916644
"ANGO.BW07.2009",0,4,0.0914790692273872,-0.238428345294044,1.12995911844387,-0.0467697042838202,-1.38629436111989
"ANGO.BW08.2009",0,4,-0.983050692412086,0.399074833757667,0.973058924707746,-0.0457749795855951,-1.38629436111989
"ANGO.BW09.2009",10,4,1.23608685879987,0.216931068314321,0.790160533463555,-0.0442904017783078,2.30258509299405
"ANGO.BW10.2009",21,4,1.23608685879987,0.35353889239683,0.661932870862166,-0.0429955833215965,3.04452243772342
"ANGO.DM01.2009",22,4,-0.282270413081995,-0.0562845798506982,0.812864298994502,-0.0552162611991854,3.09104245335832
"ANGO.DM02.2009",44,4,1.23608685879987,0.0347873028709749,0.902987811106051,-0.055399662356729,3.78418963391826
"ANGO.DM03.2009",35,4,1.23608685879987,0.581218599201013,0.855990480569527,-0.0567467207780016,3.55534806148941
"ANGO.DM04.2009",20,4,1.23608685879987,0.171395126953484,0.800023414634412,-0.058083337322887,2.99573227355399
"ANGO.DM05.2009",24,4,1.23608685879987,0.35353889239683,0.703890307398058,-0.0594100091093821,3.17805383034795
"ANGO.DM06.2009",23,4,1.23608685879987,0.0347873028709749,0.643028802630936,-0.0607654153949518,3.13549421592915
"ANGO.DM07.2009",24,4,1.23608685879987,-0.0562845798506982,0.649196612149684,-0.062035827097481,3.17805383034795
"ANGO.DM08.2009",44,4,1.23608685879987,0.216931068314321,0.641387966255034,-0.0633382984127666,3.78418963391826
"ANGO.DM09.2009",27,4,1.23608685879987,-0.875931524345755,0.657204301959295,-0.0642958310098623,3.29583686600433
"ASPE.MF01.2014",0,4,-0.809257183138224,-0.602715876180736,-0.478928157261593,-0.98518362743818,-1.38629436111989
"ASPE.MF02.2014",0,4,-1.09984740563377,0.49014671647934,-0.562217828292792,-0.983996150187402,-1.38629436111989
"ASPE.MF03.2014",1,4,-0.561648151108258,-0.693787758902409,-0.506878516243324,-0.982728634242129,0
"ASPE.MF04.2014",11,3,1.10223782544782,-0.693787758902409,-0.518185741720185,-0.982449541769734,2.39789527279837
"ASPE.MF05.2014",2,2,-0.543895050698562,-1.96879411700583,-0.531223118150173,-0.983263869126364,0.693147180559945
"ASPE.MF06.2014",2,4,-0.47148108850112,-1.10361123114994,-0.527515287272746,-0.984048994009395,0.693147180559945
"ASPE.MF07.2016",4,0,-1.05733340202108,-1.19468311387161,-0.503025230197272,-0.985150714989228,1.38629436111989
"ASPE.MF08.2014",0,0,-0.499045112821437,-1.65004252747998,-0.550030216268987,-0.98653186503051,-1.38629436111989
"ASPE.MF09.2014",1,0,-1.08069274466541,-0.875931524345755,-0.663120333953035,-0.987679579798323,0
"ASPE.MF10.2014",1,5,-0.77772207056837,-0.0107486384898616,-0.757224724363818,-0.988581504741335,0
"ASPE.RF01.2014",4,3,0.0272408769554621,-0.283964286654881,-0.429136556380416,-0.986086956784479,1.38629436111989
"ASPE.RF02.2014",1,4,-0.143282324348193,-0.648251817541573,-0.444552252409689,-0.986271224390492,0
